part_number,op,seq,feature_or_op,tool_name,tool_type,dia_mm,flutes,cut_len_mm,tool_len_mm,zmin_mm,feed_mm_min,feed_mm_rev,speed_rpm,stepover_mm,stepdown_mm,material,machine,source
839-297424-004,OP10-THK19.05,N9,CUT MATERIAL,90DEG half-45 chamfer Ø6,chamfer_mill,6,2,10,25,-12.552,600,,4000,,,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP20-THK19.05,N1,REGISTRATION MARK,3MM NC SPOT 90DEG,spot_drill,3,2,5,30,-0.6,1500,,10000,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N2,POKA YOKE POCKET,2MM ENDMILL 2F GET,end_mill,2,2,10,15,-2.5,600,,6000,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N3,ENGRAVE LOT,0.8MM BALLNOSE CBN,ball_mill,0.8,2,1.5,20,-0.2,200,,5000,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N4,HELICOIL TAP 10-32 (spot),NC SPOT 10MM 120DEG,spot_drill,10,2,15,35,-1.0,150,,4000,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N5,HOLE HELICOIL TAP 10-32,CARB DRILL 5.10MM,drill,5.1,2,25,35,-16.0,150,,1350,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N6,HOLE HELICOIL TAP 4-40,CARB DRILL 3.10MM,drill,3.1,2,25,30,-14.0,150,,1350,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N7,HOLE HELICOIL TAP 8-32,CARB DRILL 3.80MM,drill,3.8,2,25,30,-14.0,150,,1350,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N8,HELICOIL THREADMILL 8-32,THREADMILL 8-32 DIA3.2 MYOOK,thread_mill,3.2,4,16,30,-14.0,350-450,,3500,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP10-THK12.70,N1,CUT TO SIZE,profiling EM,end_mill,,,,,,200,,13500,,,PP,CNCR EXACT,NC 2974
839-297424-004,OP10-THK12.70,N2,CHAMFER 3.00,chamfer tool,chamfer_mill,,,,,,250,,10000,,,PP,CNCR EXACT,NC 2974
839-297424-004,OP20-THK12.70,N1,ROUGH OD,profiling EM,end_mill,,,,,,200,,13500,,,PP,CNCR EXXACT 1616,NC 2975
839-297424-004,OP20-THK12.70,N2,FIN OD,finish EM,end_mill,,,,,,600,,4000-10000,,,PP,CNCR EXXACT 1616,NC 2975
839-297424-004,OP20-THK12.70,N3,HELICOIL TAP 10-32,threadmill 8-32 Ø3.2,thread_mill,3.2,4,16,30,,600,,2000,,,PP,CNCR EXXACT 1616,NC 2975
839-297424-004,OP20-THK12.70,N4,TAP 1/4-20,tap,tap,,,,,,650,,4000,,,PP,CNCR EXXACT 1616,NC 2975
839-A05168-102 ITEM1,10,1,cut length roughing,C-RF-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,50,-32.504,2000,,8000,,,NPP,CNCV MAK,setup_sheet+NC
839-A05168-102 ITEM1,10,2,Ø15.24 thru roughing,C-RF-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,50,-6.0,1000,,8000,,,NPP,CNCV MAK,setup_sheet+NC
839-A05168-102 ITEM1,10,3,cut length finishing,C-F-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,50,-32.304,1000,,5490,,,NPP,CNCV MAK,setup_sheet+NC
839-A05168-102 ITEM1,10,4,Ø15.24 thru finishing,C-F-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,50,-6.0,500,,5490,,,NPP,CNCV MAK,setup_sheet+NC
839-A05168-102 ITEM5,10,1,outline roughing,C-RF-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,50,,1000,,13500,,,NPP,CNCR EXACT,setup_sheet+NC
839-A05168-102 ITEM5,10,2,Ø15.24 roughing,C-RF-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,50,,1000,,13500,,,NPP,CNCR EXACT,setup_sheet+NC
839-A05168-102 ITEM5,10,3,outline finishing,C-F-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,50,,1000,,8000,,,NPP,CNCR EXACT,setup_sheet+NC
839-A05168-102 ITEM5,10,4,Ø15.24 finishing,C-F-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,50,,2000,,8000,,,NPP,CNCR EXACT,setup_sheet+NC
839-A05168-102 ITEM5,10,5,radius blend,D10MM BALL NOSE,ball_nose,10,2,,,,,, 8000,,,NPP,CNCR EXACT,NC
839-A05168-102 ITEM5,10,6,cut material,C-RF-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,50,,1000,,8000,,,NPP,CNCR EXACT,NC
839-A05168-102 ITEM6,10,1,outline roughing,C-RF-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,40,-8.925,4000,,10000,,,NPP,CNCR EXACT,setup_sheet+NC
839-A05168-102 ITEM6,10,2,Ø32.26 thru roughing (2D dynamic),C-RF-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,40,-8.925,3000,,10000,,,NPP,CNCR EXACT,setup_sheet+NC
839-A05168-102 ITEM6,10,3,outline finishing,C-F-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,40,-8.925,1000,,8000,,,NPP,CNCR EXACT,setup_sheet+NC
839-A05168-102 ITEM6,10,4,Ø32.26 thru finishing,C-F-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,40,-8.925,500,,8000,,,NPP,CNCR EXACT,setup_sheet+NC
839-A05168-102 ITEM6,10,5,cut material / chamfer,C-F-3 MM X 90 DEG-2FL-UNC-CHAMFER MILL,chamfer,3,2,5,30,-9.225,1000,,8000,,,NPP,CNCR EXACT,setup_sheet
839-A05168-102 ITEM7,10,1,top facing,C-RF-80 MM-45DEG LEAD-FACEMILL,face_mill,80,4,10,50,0.0,1000,,5000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,2,outline roughing,C-RF-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,3000,,8000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,3,profile finishing,C-F-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,2000,,5490,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,4,corner R6 roughing,RADIUS CUTTER R6,ball_nose,8,4,6,35,0.0,1500,,3000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,5,corner R6 finishing,RADIUS CUTTER R6,ball_nose,8,4,6,35,0.0,1000,,3000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,6,spotdrill Ø8,C-RF-12 MM X 90 DEG-4FL-UNC-CHAMFER MILL,chamfer,12,4,6,40,0.0,300,,3000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,7,drill Ø11.13,DRILL 7/16 LONG SERIES KENNAMETAL (11.113MM),drill,11.13,2,150,150,0.0,300,,2000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,8,Ø24.2 bore roughing,DIA 10MMXCL40XTL150XND9.5XNL100 FAP12028,end_mill,10,4,40,115,0.0,1000,,6000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,9,Ø24.2 bore finishing,DIA 10MMXCL40XTL150XND9.5XNL100 FAP12028,end_mill,10,4,40,115,0.0,600,,5490,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,10,chamfer,C-F-3 MM X 90 DEG-2FL-UNC-CHAMFER MILL,chamfer,3,2,5,25,0.0,800,,6000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,11,Ø76.2 pocket DP12.7 roughing,C-RF-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,4000,,10000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,12,Ø58.4 pocket DP40.6 roughing,C-RF-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,4000,,10000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,13,Ø76.2 pocket finish,C-F-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,2000,,5490,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,14,Ø58.4 floor finish,C-F-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,1000,,5000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,15,Ø58.4 wall finish,C-F-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,2000,,5490,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,16,chamfer,C-F-3 MM X 90 DEG-2FL-UNC-CHAMFER MILL,chamfer,3,2,5,25,0.0,1000,,8000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,20,1,back-side pocket roughing,C-RF-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,50,0.0,2000,,6000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,20,2,clear top surface,C-RF-80 MM-45DEG LEAD-FACEMILL,face_mill,80,4,10,50,0.0,1000,,6000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,20,3,corner R6 roughing,RADIUS CUTTER R6,ball_nose,8,4,6,35,0.0,635,,5000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,20,4,corner R6 finishing,RADIUS CUTTER R6,ball_nose,8,4,6,35,0.0,635,,5000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM8,10,1,OD rough face+turn,OD ROUGH RIGHT (MITSUBISHI CNGG120404-MJ HTi10),turning_insert,,,,,-,300,,0.2,1100,,NPP,CNCL TAK (NEX-108),setup_sheet
839-A05168-102 ITEM9,10,1,OD face+rough turn,OD ROUGH RIGHT (MITSUBISHI CNGG120404-MJ HTi10),turning_insert,,,,,-,300,,0.2,1000,,NPP,CNCL TAK (NEX-108),setup_sheet
839-A05168-102 ITEM9,20,1,face rough,OD ROUGH RIGHT (MITSUBISHI CNGG120404-MJ HTi10),turning_insert,,,,,-,300,,0.2,1000,,NPP,CNCL TAK (NEX-108),setup_sheet
839-A05168-102 ITEM9,20,2,ID rough bore,ID ROUGH (WARK min dia bore),boring_bar,,,,,-,300,,0.2,1100,,NPP,CNCL TAK (NEX-108),setup_sheet
839-A07950-001,10,1,facing rough top (pocket raster),6MM CL25-2FL-PCL590166 ONSRUD ENDMILL,end_mill,6,2,25,35,-2.159,2286,,6000,,,NPP,DOOSAN DNM 6700,setup_sheet+NC
839-A07950-001,10,2,thru peck drill Ø6.4 (6x),CARB DRILL 6.40MM,drill,6.4,2,25,35,-1.943,635,,3000,,,NPP,DOOSAN DNM 6700,setup_sheet+NC
839-A07950-001,10,3,finish hole CB Ø8.6 (helix bore),6MM CL25-2FL-PCL590166 ONSRUD ENDMILL,end_mill,6,2,25,35,-1.943,350,,5000,,,NPP,DOOSAN DNM 6700,setup_sheet+NC
839-A07950-001,10,4,facing rough (2nd pass),6MM CL25-2FL-PCL590166 ONSRUD ENDMILL,end_mill,6,2,25,35,-2.159,2286,,6000,,,NPP,DOOSAN DNM 6700,setup_sheet+NC
839-A29596-001,10,N1,Face flat surface,12MM FLAT END MILL 2F,end_mill,12,2,50,50,0.0,1000,,5000,,,PP,CNCV FAN M,setup_pdf_op10
839-A29596-001,10,N2,Width cut 40mm Z-4.5mm,12MM FLAT END MILL 2F,end_mill,12,2,50,50,-4.5,1000,,5000,,,PP,CNCV FAN M,setup_pdf_op10
839-A29596-001,10,N3,Dovetail Z-4mm,12MM x 60DEG DOVETAIL,dovetail,12,4,25,60,-4.0,500,,6000,,,PP,CNCV FAN M,setup_pdf_op10
839-A29596-001,10,N4,Slot7 Z-2.7mm,6MM ENDMILL-CL25-TP85-TL65-2F,end_mill,6,2,25,65,-2.7,1000,,6000,,,PP,CNCV FAN M,setup_pdf_op10
839-A29596-001,20,T16,Fly surface top Z0,16MM FLAT END MILL CL35 ONSPUD 2FL,end_mill,16,2,35,100,0.0,500,,5000-5500,,,PP,CNC 5-AXIS,setup_pdf_op20
839-A29596-001,20,T2,Rough block 1/2/3,10MM FLAT END MILL CL35 ONSPUD 2FL,end_mill,10,2,35,100,,500,,5000-5500,,,PP,CNC 5-AXIS,setup_pdf_op20
839-A29596-001,20,T18,D18 Matching R0.13in,18MM FLAT END MILL CL35 ONSPUD 2FL,end_mill,18,2,35,100,,450,,5000,,,PP,CNC 5-AXIS,setup_pdf_op20
839-A29596-001,20,T5,Rough collar / Ø0.332,8MM FLAT END MILL CL25 ONSPUD 2FL,end_mill,8,2,25,100,,500,,3500-5000,,,PP,CNC 5-AXIS,setup_pdf_op20
839-A29596-001,20,T6,Rough thru holes Ø0.221 / 0.190,5.6MM FLAT END MILL CL35 ONSPUD 2FL,end_mill,5.6,2,35,100,,300-500,,3500,,,PP,CNC 5-AXIS,setup_pdf_op20
839-A29596-001,20,T22,Spotting x6,3MM NC SPOT 90 DEG,spot_drill,3,2,5,30,,200,,4000-5000,,,PP,CNC 5-AXIS,setup_pdf_op20
839-A29596-001,20,T21,7MM carbide drill x6,7MM CARBIDE DRILL,drill,7,2,40,90,,200,,1400-4000,,,PP,CNC 5-AXIS,setup_pdf_op20
839-A29596-001,20,T20,1/8-27 NPT thread mill x2,1/8-27 NPT THREADMILL,thread_mill,8,,,,,300,,3000,,,PP,CNC 5-AXIS,setup_pdf_op20
839-A29596-001,30,T2,Roughing back face,16MM FLAT END MILL 2FL,end_mill,16,2,35,100,,1000,,5500,,,PP,CNCV FAN M,setup_pdf_op30
839-A29596-001,30,T3,Fly surface 2.27in control,12MM FLAT END MILL CL35 2FL,end_mill,12,2,35,50,,500,,5500,,,PP,CNCV FAN M,setup_pdf_op30
839-A29596-001,30,T7,Spotting,3MM NC SPOT 90 DEG,spot_drill,3,2,5,30,,200,,5000,,,PP,CNCV FAN M,setup_pdf_op30
839-A29596-001,30,T21,7MM carbide drill,7MM CARBIDE DRILL,drill,7,2,40,90,,200,,4000,,,PP,CNCV FAN M,setup_pdf_op30
839-A29596-001,30,T5,Ø0.35 bore depth 0.80in,8MM FLAT END MILL 2FL,end_mill,8,2,25,100,,350,,1400,,,PP,CNCV FAN M,setup_pdf_op30
839-A29596-001,30,T7b,Chamfer 0.04x45deg,3MM NC SPOT 90 DEG,spot_drill,3,2,5,30,,50,,3500,,,PP,CNCV FAN M,setup_pdf_op30
